name,color,price,preSalePrice,link,category,discountPercentage,productType
Vital Light Seamless T-Shirt,Tahoe Teal Marl,24.0,30.0,https://us.shop.gymshark.com/products/gymshark-vital-light-t-shirt-tahoe-teal-marl-ss22,Men,20.0,T-shirt
Arrival Knitted Shorts,Black,14.4,24.0,https://us.shop.gymshark.com/products/gymshark-arrival-knitted-shorts-black-logo,Men,40.0,Shorts
Sharkhead Infill T-Shirt,Black,16.8,24.0,https://us.shop.gymshark.com/products/gymshark-sharkhead-infill-t-shirt-black-aw22,Men,30.0,T-shirt
Sharkhead Infill Hoodie,Charcoal Grey Marl,30.8,44.0,https://us.shop.gymshark.com/products/gymshark-sharkhead-infill-hoodie-charcoal-grey-marl-aw22,Men,30.0,Hoodie
Sharkhead Infill T-Shirt,Core Olive,16.8,24.0,https://us.shop.gymshark.com/products/gymshark-sharkhead-infill-t-shirt-core-olive-aw22,Men,30.0,T-shirt
Sharkhead Infill Hoodie,Atlantic Blue,30.8,44.0,https://us.shop.gymshark.com/products/gymshark-sharkhead-infill-hoodie-atlantic-blue-aw22,Men,30.0,Hoodie
Crest Joggers,Charcoal Marl,30.4,38.0,https://us.shop.gymshark.com/products/gymshark-crest-joggers-charcoal-marl,Men,20.000000000000004,Joggers
Speed Evolve T-Shirt,Moonstone Blue,13.6,34.0,https://us.shop.gymshark.com/products/gymshark-speed-t-shirt-moonstone-blue-ss22,Men,60.0,T-shirt
Apex Seamless Tank,Light Grey/Onyx Grey,16.8,42.0,https://us.shop.gymshark.com/products/gymshark-apex-seamless-tank-light-grey-onyx-grey-ss22,Men,60.0,Tank
Rest Day Sweats 1/4 Zip,Black,60.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-1-4-zip-black-aw22,Men,,Zip
Critical Stringer,Turbo Blue,11.2,28.0,https://us.shop.gymshark.com/products/gymshark-critical-stringer-turbo-blue-ss22,Men,60.0,Stringer
Critical 2.0 Joggers,Black,30.8,44.0,https://us.shop.gymshark.com/products/gymshark-critical-joggers-black-aw21,Men,30.0,Joggers
Block Long Sleeve T-Shirt,Black,30.0,,https://us.shop.gymshark.com/products/gymshark-block-long-sleeve-t-shirt-black-aw22,Men,,T-shirt
Rest Day Sweats T-Shirt,Black,28.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-t-shirt-black-aw22,Men,,T-shirt
Rest Day Sweats 4'' Lounge Shorts,Black,32.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-4-lounge-shorts-black-aw22,Men,,Shorts
Essential Oversized Joggers,Soul Brown,44.0,,https://us.shop.gymshark.com/products/gymshark-essential-oversized-joggers-soul-brown-aw22,Men,,Joggers
"Speed Evolve 3"" 2 In 1 Shorts",Black,33.6,42.0,https://us.shop.gymshark.com/products/gymshark-speed-3-2-in-1-shorts-black-ss22,Men,19.999999999999996,Shorts
Apollo T-Shirt,Black,10.0,25.0,https://us.shop.gymshark.com/products/gymshark-apollo-muscle-fit-t-shirt-black-white-logo,Men,60.0,T-shirt
Apollo Crew,Obsidian Green,24.0,40.0,https://us.shop.gymshark.com/products/gymshark-apollo-crew-obsidian-green-white-logo-aw22,Men,40.0,Crew
Arrival T-Shirt,Green,15.4,22.0,https://us.shop.gymshark.com/products/gymshark-arrival-t-shirt-green-gsaw21,Men,30.0,T-shirt
React Joggers,Core Olive,36.8,46.0,https://us.shop.gymshark.com/products/gymshark-react-joggers-core-olive-aw22,Men,20.000000000000007,Joggers
Block Stringer,Black,17.6,22.0,https://us.shop.gymshark.com/products/gymshark-block-stringer-black-aw22,Men,19.999999999999993,Stringer
Rest Day Sweats 1/4 Zip,Navy,60.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-1-4-zip-navy-aw22,Men,,Zip
Rest Day Sweats T-Shirt,Pebble Grey,28.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-t-shirt-pebble-grey-aw22,Men,,T-shirt
Apex Seamless Tank,Papaya Orange/Onyx Grey,16.8,42.0,https://us.shop.gymshark.com/products/gymshark-apex-seamless-tank-papaya-orange-onyx-grey-ss22,Men,60.0,Tank
"Apex 8"" Function Shorts",Onyx Grey,39.2,56.0,https://us.shop.gymshark.com/products/gymshark-apex-8-function-shorts-onyx-grey-ss22,Men,29.999999999999993,Shorts
Legacy Drop Arm Hoodie,Cherry Brown,25.2,42.0,https://us.shop.gymshark.com/products/gymshark-legacy-drop-arm-hoodie-cherry-brown-ss22,Men,40.0,Hoodie
Legacy Hoodie,Cherry Brown,38.4,48.0,https://us.shop.gymshark.com/products/gymshark-legacy-hoodie-cherry-brown-ss22,Men,20.000000000000004,Hoodie
Apollo T-Shirt,White,10.0,25.0,https://us.shop.gymshark.com/products/gymshark-apollo-muscle-fit-t-shirt-white-logo,Men,60.0,T-shirt
"Apex 5"" Perform Shorts",Onyx Grey,36.4,52.0,https://us.shop.gymshark.com/products/gymshark-apex-5-perform-shorts-onyx-grey-ss22,Men,30.000000000000004,Shorts
Power Washed T-Shirt,Cement Brown,40.0,,https://us.shop.gymshark.com/products/gymshark-power-washed-t-shirt-cement-brown-aw22,Men,,T-shirt
Legacy Shorts,Navy,28.8,36.0,https://us.shop.gymshark.com/products/gymshark-legacy-short-navy-ss22,Men,20.0,Shorts
Essential Oversized Joggers,Cherry Brown,44.0,,https://us.shop.gymshark.com/products/gymshark-essential-oversized-joggers-cherry-brown-aw22,Men,,Joggers
Legacy Shorts,Black,36.0,,https://us.shop.gymshark.com/products/gymshark-legacy-short-black-ss22,Men,,Shorts
Power Washed Joggers,Cement Brown,52.0,,https://us.shop.gymshark.com/products/gymshark-power-washed-joggers-cement-brown-aw22,Men,,Joggers
Legacy T-Shirt,Coastal Blue,32.0,,https://us.shop.gymshark.com/products/gymshark-legacy-t-shirt-coastal-blue-aw22,Men,,T-shirt
React Joggers,Cherry Brown,36.8,46.0,https://us.shop.gymshark.com/products/gymshark-react-joggers-cherry-brown-aw22,Men,20.000000000000007,Joggers
Rest Day Sweats 1/4 Zip,Sage Green,60.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-1-4-zip-sage-green-aw22,Men,,Zip
"Arrival 5"" Shorts",Light Grey Print,20.8,26.0,https://us.shop.gymshark.com/products/gymshark-arrival-5-shorts-light-grey-print-ss22,Men,20.0,Shorts
Power Washed T-Shirt,Iguana Green,40.0,,https://us.shop.gymshark.com/products/gymshark-power-washed-t-shirt-iguana-green-aw22,Men,,T-shirt
Crest Hoodie,Atlantic Blue,40.0,,https://us.shop.gymshark.com/products/gymshark-crest-hoodie-atlantic-blue-aw22,Men,,Hoodie
Arrival Sleeveless Tee,Grey,14.0,20.0,https://us.shop.gymshark.com/products/gymshark-arrival-sleeveless-tee-grey-logo-gs21,Accessory,30.0,Other
Legacy Shorts,Nevada Pink,28.8,36.0,https://us.shop.gymshark.com/products/gymshark-legacy-short-nevada-pink-ss22,Men,20.0,Shorts
Crest Zip Up Hoodie,Pebble Grey,44.0,,https://us.shop.gymshark.com/products/gymshark-crest-zip-up-hoodie-pebble-grey-aw22,Men,,Hoodie
Rest Day Sweats Long Sleeve T-Shirt,Pebble Grey,32.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-sweats-long-sleeve-t-shirt-pebble-grey-aw22,Men,,T-shirt
Apex Seamless Long Sleeve T-Shirt,Onyx Grey/Black,15.0,50.0,https://us.shop.gymshark.com/products/gymshark-apex-seamless-long-sleeve-t-shirt-onyx-grey-black-ss22,Men,70.0,T-shirt
Critical 2.0 Drop Arm Tank,Burgundy,19.6,28.0,https://us.shop.gymshark.com/products/gymshark-critical-drop-arm-tank-burgundy-aw21,Men,29.999999999999993,Tank
"Arrival 5"" Shorts",Musk Lilac,26.0,,https://us.shop.gymshark.com/products/gymshark-arrival-5-shorts-musk-lilac-aw22,Men,,Shorts
Aspect 2 In 1 Short,Light Grey,28.0,40.0,https://us.shop.gymshark.com/products/gymshark-aspect-2-in-1-short-light-grey-ss22,Men,30.0,Short
Power Washed Crew,Musk Lilac,56.0,,https://us.shop.gymshark.com/products/gymshark-power-washed-crew-musk-lilac-aw22,Men,,Crew
GS x David Laid Stringer,Black,21.0,30.0,https://us.shop.gymshark.com/products/gs-x-david-laid-stringer-black-ss22,Men,30.0,Stringer
"Arrival 7"" Shorts",Green,20.8,26.0,https://us.shop.gymshark.com/products/gymshark-arrival-7-shorts-green-gsaw21,Men,20.0,Shorts
Arrival Long Sleeve T-Shirt,Green,18.2,26.0,https://us.shop.gymshark.com/products/gymshark-arrival-long-sleeve-t-shirt-green-gsaw21,Men,30.000000000000004,T-shirt
Essential Long Sleeve T-Shirt,Linen Blue,21.0,30.0,https://us.shop.gymshark.com/products/gymshark-essential-ls-slim-tee-linen-blue-ss22,Men,30.0,T-shirt
Apollo Crew,Black,36.0,,https://us.shop.gymshark.com/products/gymshark-apollo-crew-black-aw22,Men,,Crew
Bold React Joggers,Black,46.0,,https://us.shop.gymshark.com/products/gymshark-bold-react-joggers-black-aw22,Men,,Joggers
Power Washed Crew,Iguana Green,56.0,,https://us.shop.gymshark.com/products/gymshark-power-washed-crew-iguana-green-aw22,Men,,Crew
Element Baselayer Shorts,Burgundy,18.2,26.0,https://us.shop.gymshark.com/products/gymshark-element-baselayer-shorts-burgundy-aw21,Men,30.000000000000004,Shorts
"Apex 5"" Perform Shorts",Papaya Orange,36.4,52.0,https://us.shop.gymshark.com/products/gymshark-apex-5-perform-shorts-papaya-orange-ss22,Men,30.000000000000004,Shorts
GS10 Year Joggers,Ecru Brown,80.0,,https://us.shop.gymshark.com/products/gymshark-gs10-year-joggers-ecru-brown-aw22,Men,,Joggers
React Joggers,Winter Teal,36.8,46.0,https://us.shop.gymshark.com/products/gymshark-react-joggers-winter-teal-aw22,Men,20.000000000000007,Joggers
Legacy Drop Arm Tank,Hoya Green,28.0,,https://us.shop.gymshark.com/products/gymshark-legacy-drop-arm-tank-hoya-green-aw22,Men,,Tank
Legacy Hoodie,Coastal Blue,48.0,,https://us.shop.gymshark.com/products/gymshark-legacy-hoodie-coastal-blue-aw22,Men,,Hoodie
Apex Seamless Long Sleeve T-Shirt,Light Grey/Onyx Grey,35.0,50.0,https://us.shop.gymshark.com/products/gymshark-apex-seamless-long-sleeve-t-shirt-light-grey-onyx-grey-ss22,Men,30.0,T-shirt
Legacy Hoodie,Limestone Marl,48.0,,https://us.shop.gymshark.com/products/gymshark-legacy-hoodie-limestone-marl-aw22,Men,,Hoodie
Arrival T-Shirt,Charcoal,22.0,,https://us.shop.gymshark.com/products/gymshark-arrival-t-shirt-charcoal-gsaw21,Men,,T-shirt
Apex Technical Jacket,Onyx Grey,56.0,70.0,https://us.shop.gymshark.com/products/gymshark-apex-technical-jacket-onyx-grey-ss22,Men,20.0,Jacket
Wraps,Smokey Grey,20.0,,https://us.shop.gymshark.com/products/gymshark-wrist-straps-self-tie-smokey-grey-ss22,Accessory,,Other
Element Baselayer Shorts,Dark Green,18.2,26.0,https://us.shop.gymshark.com/products/gymshark-element-baselayer-shorts-dark-green-aw21,Accessory,30.000000000000004,Other
Elevate Leggings,Black,64.0,,https://us.shop.gymshark.com/products/gymshark-elevate-leggings-black-aw22,Women,,Leggings
Vital Seamless 2.0 Shorts,Evening Blue Marl,40.0,,https://us.shop.gymshark.com/products/gymshark-vital-seamless-2-0-shorts-evening-blue-marl-ss23,Women,,Shorts
Adapt Animal Seamless Leggings,Wild | Navy,64.0,,https://us.shop.gymshark.com/products/gymshark-adapt-animal-seamless-leggings-wild-navy-aw22,Women,,Leggings
Adapt Camo Seamless Shorts,Lava | Black/Onyx Grey,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-shorts-black-onyx-grey-aw22,Women,,Shorts
Elevate Flared Leggings,Black,68.0,,https://us.shop.gymshark.com/products/gymshark-elevate-flared-leggings-black-aw22,Women,,Leggings
Adapt Fleck Seamless Leggings,Chocolate Brown,60.0,,https://us.shop.gymshark.com/products/gymshark-adapt-fleck-seamless-leggings-chocolate-brown-ss23,Women,,Leggings
Elevate Longline Sports Bra,Black,44.0,,https://us.shop.gymshark.com/products/gymshark-elevate-longline-sports-bra-black-aw22,Women,,Bra
Fraction Oversized T-Shirt,Hoya Green,30.0,,https://us.shop.gymshark.com/products/gymshark-fraction-oversized-t-shirt-hoya-green-aw22,Women,,T-shirt
Training Loose Fit Shorts,Black,28.0,,https://us.shop.gymshark.com/products/gymshark-training-loose-fit-shorts-black-ss22,Women,,Shorts
GS Power Original Tight Shorts,Black,46.0,,https://us.shop.gymshark.com/products/gs-power-original-tight-shorts-black-aw22,Women,,Shorts
Ruched Sports Bra,White,30.0,,https://us.shop.gymshark.com/products/gymshark-ruched-sports-bra-white-ss22,Women,,Bra
Vital Seamless 2.0 Shorts,Black Marl,40.0,,https://us.shop.gymshark.com/products/gymshark-vital-seamless-shorts-black-marl-logo,Women,,Shorts
Legacy Leggings,Black,54.0,,https://us.shop.gymshark.com/products/gymshark-legacy-leggings-black-aw22,Women,,Leggings
Bandeau Sports Bra,Black,30.0,,https://us.shop.gymshark.com/products/gymshark-bandeau-sports-bra-black-ss22,Women,,Bra
Rest Day Seamless Bralette,Black,38.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-seamless-bralette-black-aw22,Women,,Bralette
Flex Shorts,Charcoal Grey/Medallion Yellow,25.2,36.0,https://us.shop.gymshark.com/products/gymshark-flex-shorts-charcoal-grey-medallion-yellow-aw22,Women,30.000000000000004,Shorts
Adapt Camo Seamless Shorts,Moss Olive/Core Olive,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-shorts-moss-olive-core-olive-aw22,Women,,Shorts
Crossover Leggings,Black,50.0,,https://us.shop.gymshark.com/products/gymshark-crossover-leggings-black-ss23,Women,,Leggings
Rest Day Seamless Bralette,Charred Blue,38.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-seamless-bralette-charred-blue-aw22,Women,,Bralette
Adapt Camo Seamless Leggings,Moss Olive/Core Olive,64.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-leggings-moss-olive-core-olive-aw22,Women,,Leggings
Vital Seamless 2.0 Leggings,Stellar Blue Marl,54.0,,https://us.shop.gymshark.com/products/gymshark-vital-seamless-2-0-leggings-stellar-blue-marl-aw22,Women,,Leggings
Legacy Sports Bra,Pebble Grey,38.0,,https://us.shop.gymshark.com/products/gymshark-legacy-sports-bra-pebble-grey-aw22,Women,,Bra
Training Leggings,Black,38.0,,https://us.shop.gymshark.com/products/gymshark-training-leggings-black-ss22,Women,,Leggings
Adapt Fleck Seamless Leggings,Evening Blue,60.0,,https://us.shop.gymshark.com/products/gymshark-adapt-fleck-seamless-leggings-evening-blue-ss23,Women,,Leggings
Elevate Longline Sports Bra,Willow Green,44.0,,https://us.shop.gymshark.com/products/gymshark-elevate-longline-sports-bra-willow-green-ss23,Women,,Bra
Pause Knitwear Pants,Cement Brown/Pebble Grey,80.0,,https://us.shop.gymshark.com/products/gymshark-pause-knitwear-joggers-cement-brown-pebble-grey-aw22,Women,,Pants
Elevate 3/4 Sleeve Crop Top,Black,56.0,,https://us.shop.gymshark.com/products/gymshark-elevate-3-4-sleeve-crop-top-black-ss23,Women,,Top
Elevate Leggings,Willow Green,64.0,,https://us.shop.gymshark.com/products/gymshark-elevate-leggings-willow-green-ss23,Women,,Leggings
Vital Seamless 2.0 2-in-1 Shorts,Black Marl,26.4,44.0,https://us.shop.gymshark.com/products/gymshark-vital-seamless-2-0-2-in-1-shorts-black-marl-ss22,Women,40.0,Shorts
Legacy Leggings,Deep Pink,54.0,,https://us.shop.gymshark.com/products/gymshark-legacy-leggings-deep-pink-aw22,Women,,Leggings
Adapt Fleck Seamless Sports Bra,Mineral | Black,45.0,,https://us.shop.gymshark.com/products/gymshark-adapt-seamless-sports-bra-fleck-black,Women,,Bra
Vital Seamless 2.0 Leggings,Apricot Orange Marl,32.4,54.0,https://us.shop.gymshark.com/products/gymshark-vital-seamless-2-0-leggings-apricot-orange-marl-ss22,Women,40.0,Leggings
Pause Borg Pullover,Pebble Grey,88.0,,https://us.shop.gymshark.com/products/gymshark-pause-borg-pullover-pebble-grey-aw22,Women,,Pullover
Minimal Sports Bra,Modern Blush Pink,30.0,,https://us.shop.gymshark.com/products/gymshark-minimal-sports-bra-modern-blush-pink-ss23,Women,,Bra
Vital Seamless 2.0 Long Sleeve Crop Top,Black Marl,38.0,,https://us.shop.gymshark.com/products/gymshark-vital-seamless-long-sleeve-crop-top-black-marl-logo,Women,,Top
Adapt Camo Seamless Lace Up Back Top,Moss Olive/Core Olive,50.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-lace-back-top-moss-olive-core-olive-aw22,Women,,Top
Strappy Crop Cami Tank,White,36.0,,https://us.shop.gymshark.com/products/gymshark-strappy-crop-cami-tank-white-ss23,Women,,Tank
Maxed Out Oversized T-Shirt,White,36.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-oversized-t-shirt-white-ss23,Women,,T-shirt
Maxed Out Hoodie,Black,50.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-hoodie-black-ss23,Women,,Hoodie
Crossover Leggings,Bright Fuchsia,50.0,,https://us.shop.gymshark.com/products/gymshark-crossover-leggings-bright-fuchsia-ss23,Women,,Leggings
Woven Pocket Shorts,Dusty Olive,38.0,,https://us.shop.gymshark.com/products/gymshark-woven-pocket-shorts-dusty-olive-ss23,Women,,Shorts
Running 2 In 1 Shorts,Iris Green/Light Olive Green,48.0,,https://us.shop.gymshark.com/products/gymshark-running-2-in-1-shorts-iris-green-light-olive-green-ss23,Women,,Shorts
Crossover Long Sleeve Crop Top,Black,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-long-sleeve-crop-top-black-ss23,Women,,Top
Running Leggings,Black,58.0,,https://us.shop.gymshark.com/products/gymshark-running-leggings-black-ss23,Women,,Leggings
Running Leggings,Magenta Brown,58.0,,https://us.shop.gymshark.com/products/gymshark-running-leggings-magenta-brown-ss23,Women,,Leggings
Woven Pocket Shorts,Black,38.0,,https://us.shop.gymshark.com/products/gymshark-woven-pocket-shorts-black-ss23,Women,,Shorts
Running Leggings,Titanium Grey,58.0,,https://us.shop.gymshark.com/products/gymshark-running-leggings-titanium-grey-ss23,Women,,Leggings
Pocket Leggings,Ink Teal,50.0,,https://us.shop.gymshark.com/products/gymshark-pocket-leggings-ink-teal-ss23,Women,,Leggings
Pocket Leggings,Black,50.0,,https://us.shop.gymshark.com/products/gymshark-pocket-leggings-black-ss23,Women,,Leggings
Pocket Shorts,Chocolate Brown,40.0,,https://us.shop.gymshark.com/products/gymshark-pocket-shorts-chocolate-brown-ss23,Women,,Shorts
Woven Pocket Shorts,Chocolate Brown,38.0,,https://us.shop.gymshark.com/products/gymshark-woven-pocket-shorts-chocolate-brown-ss23,Women,,Shorts
Crossover Shorts,Black,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-shorts-black-ss23,Women,,Shorts
Running 2 In 1 Shorts,Black/Silhouette Grey,48.0,,https://us.shop.gymshark.com/products/gymshark-running-2-in-1-shorts-black-silhouette-grey-ss23,Women,,Shorts
Running 2 In 1 Shorts,Fluo Bold Pink/Magenta Brown,48.0,,https://us.shop.gymshark.com/products/gymshark-running-2-in-1-shorts-fluo-bold-pink-magenta-brown-ss23,Women,,Shorts
Maxed Out Tank,Black,30.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-tank-black-ss23,Women,,Tank
Maxed Out Tank,Tropic Green,30.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-tank-tropic-green-ss23,Women,,Tank
Crossover Shorts,Pomegranate Red,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-shorts-pomegranate-red-ss23,Women,,Shorts
Maxed Out Oversized T-Shirt,Light Grey Marl,36.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-oversized-t-shirt-light-grey-marl-ss23,Women,,T-shirt
Maxed Out Tank,White,30.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-tank-white-ss23,Women,,Tank
Maxed Out Hoodie,Light Grey Marl,50.0,,https://us.shop.gymshark.com/products/gymshark-maxed-out-hoodie-light-grey-marl-ss23,Women,,Hoodie
Woven Pocket Shorts,Sundried Red,38.0,,https://us.shop.gymshark.com/products/gymshark-woven-pocket-shorts-sundried-red-ss23,Women,,Shorts
Pocket Leggings,Dusty Olive,50.0,,https://us.shop.gymshark.com/products/gymshark-pocket-leggings-dusty-olive-ss23,Women,,Leggings
Running 1/4 Zip,Magenta Brown,56.0,,https://us.shop.gymshark.com/products/gymshark-running-1-4-zip-magenta-brown-ss23,Women,,Zip
Pocket Shorts,Dusty Olive,40.0,,https://us.shop.gymshark.com/products/gymshark-pocket-shorts-dusty-olive-ss23,Women,,Shorts
Running 2 In 1 Shorts,Electric Blue/Luna Blue,48.0,,https://us.shop.gymshark.com/products/gymshark-running-2-in-1-shorts-electric-blue-luna-blue-ss23,Women,,Shorts
Strappy Crop Cami Tank,Black,36.0,,https://us.shop.gymshark.com/products/gymshark-strappy-crop-cami-tank-black-ss23,Women,,Tank
Strappy Crop Cami Tank,Bright Fuchsia,36.0,,https://us.shop.gymshark.com/products/gymshark-strappy-crop-cami-tank-bright-fuchsia-ss23,Women,,Tank
Pocket Leggings,Chocolate Brown,50.0,,https://us.shop.gymshark.com/products/gymshark-pocket-leggings-chocolate-brown-ss23,Women,,Leggings
Rest Day Seamless Midi Tank,Earthy Brown,44.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-seamless-midi-tank-earthy-brown-ss23,Women,,Tank
Crossover Long Sleeve Crop Top,Slate Lavender,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-long-sleeve-crop-top-slate-lavender-ss23,Women,,Top
Strappy Crop Cami Tank,Pomegranate Red,36.0,,https://us.shop.gymshark.com/products/gymshark-strappy-crop-cami-tank-pomegranate-red-ss23,Women,,Tank
Crossover Long Sleeve Crop Top,Mist Green,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-long-sleeve-crop-top-mist-green-ss23,Women,,Top
Running 1/4 Zip,Black,56.0,,https://us.shop.gymshark.com/products/gymshark-running-1-4-zip-black-ss23,Women,,Zip
Crossover Leggings,Thunder Blue,50.0,,https://us.shop.gymshark.com/products/gymshark-crossover-leggings-thunder-blue-ss23,Women,,Leggings
Strappy Crop Cami Tank,Iced Lilac,36.0,,https://us.shop.gymshark.com/products/gymshark-strappy-crop-cami-tank-iced-lilac-ss23,Women,,Tank
Crossover Shorts,Iceberg Blue,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-shorts-iceberg-blue-ss23,Women,,Shorts
Rest Day Seamless Bralette,Pomegranate Red,38.0,,https://us.shop.gymshark.com/products/gymshark-rest-day-seamless-bralette-pomegranate-red-ss23,Women,,Bralette
Pocket Shorts,Black,40.0,,https://us.shop.gymshark.com/products/gymshark-pocket-shorts-black-ss23,Women,,Shorts
Pocket Shorts,Denim Blue,40.0,,https://us.shop.gymshark.com/products/gymshark-pocket-shorts-denim-blue-ss23,Women,,Shorts
Crossover Leggings,Slate Lavender,50.0,,https://us.shop.gymshark.com/products/gymshark-crossover-leggings-slate-lavender-ss23,Women,,Leggings
Crossover Long Sleeve Crop Top,Iceberg Blue,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-long-sleeve-crop-top-iceberg-blue-ss23,Women,,Top
Longline Sports Bra,Navy,40.0,,https://us.shop.gymshark.com/products/gymshark-longline-sports-bra-navy-ss23,Women,,Bra
Adapt Camo Seamless Sports Bra,Lava | River Stone Grey/Evening Blue,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-sports-bra-river-stone-grey-evening-blue-ss23,Women,,Bra
Adapt Camo Seamless Sports Bra,Lava | Black/Onyx Grey,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-sports-bra-black-onyx-grey-ss23,Women,,Bra
Adapt Camo Seamless Shorts,Lava | Stone Grey/Evening Blue,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-shorts-stone-grey-evening-blue-ss23,Women,,Shorts
Adapt Camo Tank,Lava | River Stone Grey/Evening Blue,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-tank-lava-river-stone-grey-evening-blue-ss23,Women,,Tank
Adapt Camo Tank,Lava | Black/Onyx Grey,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-tank-lava-black-onyx-grey-ss23,Women,,Tank
Adapt Camo Seamless Long Sleeve Top,Lava | Black,46.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-long-sleeve-top-black-ss23,Women,,Top
Adapt Camo Seamless Shorts,Lava | Misty Pink/Hazy Pink,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-shorts-misty-pink-hazy-pink-ss23,Women,,Shorts
Adapt Camo Tank,Lava | Misty Pink/Hazy Pink,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-tank-lava-misty-pink-hazy-pink-ss23,Women,,Tank
Adapt Camo Seamless Leggings,Lava | River Stone Grey/Evening Blue,64.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-leggings-river-stone-grey-evening-blue-ss23,Women,,Leggings
Adapt Camo Seamless Sports Bra,Lava | Misty Pink-Hazy Pink,48.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-sports-bra-misty-pink-hazy-pink-ss23,Women,,Bra
Adapt Camo Seamless Lace Up Back Top,Lava |  River Stone Grey/Evening Blue,50.0,,https://us.shop.gymshark.com/products/gymshark-adapt-camo-seamless-lace-up-back-top-river-stone-grey-evening-blue-ss23,Women,,Top
Elevate Top,Black,44.0,,https://us.shop.gymshark.com/products/gymshark-elevate-top-black-ss23,Women,,Top
Crossover Sports Bra,Black,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-sports-bra-black-ss23,Women,,Bra
Longline Sports Bra,Black,40.0,,https://us.shop.gymshark.com/products/gymshark-longline-sports-bra-black-ss23,Women,,Bra
Crossover Sports Bra,White,40.0,,https://us.shop.gymshark.com/products/gymshark-crossover-sports-bra-white-ss23,Women,,Bra
Embroidered Graphic Cropped Hoodie,White,44.0,,https://us.shop.gymshark.com/products/gymshark-embroidered-graphic-cropped-hoodie-white-ss23,Women,,Hoodie
Embroidered Graphic Midi T-Shirt,River Stone Grey,32.0,,https://us.shop.gymshark.com/products/gymshark-embroidered-graphic-midi-t-shirt-river-stone-grey-ss23,Women,,T-shirt
Longline Sports Bra,White,40.0,,https://us.shop.gymshark.com/products/gymshark-longline-sports-bra-white-ss23,Women,,Bra
Longline Sports Bra,Iceberg Blue,40.0,,https://us.shop.gymshark.com/products/gymshark-longline-sports-bra-iceberg-blue-ss23,Women,,Bra
Elevate Longline Sports Bra,Sandy Brown,44.0,,https://us.shop.gymshark.com/products/gymshark-elevate-longline-sports-bra-sandy-brown-ss23,Women,,Bra
Elevate Cycling Shorts,Sandy Brown,48.0,,https://us.shop.gymshark.com/products/gymshark-elevate-cycling-shorts-sandy-brown-ss23,Women,,Shorts
Embroidered Graphic Midi T-Shirt,White,32.0,,https://us.shop.gymshark.com/products/gymshark-embroidered-graphic-midi-t-shirt-white-ss23,Women,,T-shirt
Elevate Top,Desert Sage Green,44.0,,https://us.shop.gymshark.com/products/gymshark-elevate-top-desert-sage-green-ss23,Women,,Top
Embroidered Graphic Cropped Hoodie,River Stone Grey,44.0,,https://us.shop.gymshark.com/products/gymshark-embroidered-graphic-cropped-hoodie-grey-ss23,Women,,Hoodie
Elevate Leggings,Brushed Brown,64.0,,https://us.shop.gymshark.com/products/gymshark-elevate-leggings-brushed-brown-ss23,Women,,Leggings
